Suite, Main-Scenario, Sub-Scenario, Test, Parameter, Status
Transponder Test Suite, Test with Txp Other features, genericTestGenerator.GMPOAuto, Verify,  "Create network in mpz in 10.5 and rel upg to 11.0 with Naming Convention off with 4 degree with 4 Fiber Connected with 2 Cont Site added -Import in GMPO and Add one Node and with Cont Side .verify BOM- TM report"- "Row_186"- "Txp"- "TestFramework"- "GMPO-3584" , failed
Transponder Test Suite, Test with Txp Other features, genericTestGenerator.GMPOAuto, Verify,  "Create 17 Any Txp Service Demand with 16L1 and 1withL2 created forcing cont side as 1 port each for Deg4 (Beween two Sites 1Fiber Connected).Verify BOM and TM Report"- "Row_201"- "Txp"- "TestFramework"- "GMPO-3584" , passed
Transponder Test Suite, Test with Txp Other features, genericTestGenerator.GMPOAuto, Verify,  "Create 13 Txp Service Demand with 12L1 and 1withL2 created forcing cont side as 1 port each for Deg8.Verify BOM and TM Report"- "Row_215"- "Txp"- "TestFramework"- "GMPO-3584" , failed
Transponder Test Suite, Test with Txp Other features, genericTestGenerator.GMPOAuto, Verify,  "Create 9 Txp Service Demand with 8L1 and 1withL2 created forcing cont side as 1 port each for Deg12.Verify BOM and TM Report"- "Row_228"- "Txp"- "TestFramework"- "GMPO-3584" , failed
Transponder Test Suite, Test with Txp Other features, genericTestGenerator.GMPOAuto, Verify,  "Create 5 Txp Service Demand with 4L1 and 1withL2 created forcing cont side as 1 port each for Deg16.Verify BOM and TM Report"- "Row_241"- "Txp"- "TestFramework"- "GMPO-3584" , passed
Transponder Test Suite, Test with Txp Other features, genericTestGenerator.GMPOAuto, Verify,  "Create 5 Txp Service Demand with L2 created forcing cont side as 5 port for Deg16.Verify BOM and TM Report"- "Row_254"- "Txp"- "TestFramework"- "GMPO-3584" , passed
Transponder Test Suite, Test with Txp Other features, genericTestGenerator.GMPOAuto, Verify,  "Create 5 Txp Service Demand with 4L1 and 1withL2 created forcing cont side as 1 port each for Deg16 with Clinet1+1 and Regen Forcing on the services.Verify BOM and TM Report"- "Row_264"- "Txp"- "TestFramework"- "GMPO-3584" , passed
Transponder Test Suite, Test with Txp Other features, genericTestGenerator.GMPOAuto, Verify,  "Create 16 Txp Service Demand with 16L1 created forcing cont side as 1 port each for Deg4 (Beween two Sites 1Fiber Connected) and Do Upg and L2 cont Side with 1 Port forced- add Demand analyze the network.Verify BOM and TM Report"- "Row_274"- "Txp"- "TestFramework"- "GMPO-3584" , failed
Transponder Test Suite, Test with Txp Other features, genericTestGenerator.GMPOAuto, Verify,  "Create 17 Txp Service Demand with 16L1 and 1withL2 created forcing cont side as 1 port each for Deg4 (Beween two Sites 1Fiber Connected).(Unlock all Demands)In Upg add for First side 2 Port forced and remove L2 Side and Analyze the network Verify BOM and TM Report"- "Row_295"- "Txp"- "TestFramework"- "GMPO-3584" , failed
Transponder Test Suite, Test with Txp Other features, genericTestGenerator.GMPOAuto, Verify,  "Verify Importing MPZ with 11.1-Non-sson net and verify the Properties"- "Row_307"- "Txp"- "TestFramework"- "GMPO-3584" , passed
Transponder Test Suite, Test with Txp Other features, genericTestGenerator.GMPOAuto, Verify,  "Verify Importing MPZ with 11.1-SSON net and verify the Properties"- "Row_325"- "Txp"- "TestFramework"- "GMPO-3584" , failed
Transponder Test Suite, Test with Txp Other features, genericTestGenerator.GMPOAuto, Verify,  "Verify Importing MPZ with 11.0-Non-sson net and verify the Properties"- "Row_343"- "Txp"- "TestFramework"- "GMPO-3584" , passed
Transponder Test Suite, Test with Txp Other features, genericTestGenerator.GMPOAuto, Verify,  "Verify Importing MPZ with 11.0-SSON net and verify the Properties"- "Row_347"- "Txp"- "TestFramework"- "GMPO-3584" , passed
Transponder Test Suite, Test with Txp Other features, genericTestGenerator.GMPOAuto, Verify,  "Verify T5_8_QAM Alien Support in SSON network with unprotected and Client1"- "Row_351"- "Txp"- "TestFramework"- "GMPO-3584" , failed
Transponder Test Suite, Test with Txp Other features, genericTestGenerator.GMPOAuto, Verify,  "Verify T5_8_QAM Alien Support in SSON network with unprotected and Client1 in Upg"- "Row_367"- "Txp"- "TestFramework"- "GMPO-3584" , failed
Transponder Test Suite, Test with Txp Client 1+1 and Regen, genericTestGenerator.GMPOAuto, Verify,  "Verify creating Client1+1 in Design"- "Row_2"- "Txp"- "TestFramework"- "GMPO-3578" , failed
Transponder Test Suite, Test with Txp Client 1+1 and Regen, genericTestGenerator.GMPOAuto, Verify,  "Verify Converting Client1+1 to Unprotected in Upg"- "Row_51"- "Txp"- "TestFramework"- "GMPO-3578" , failed
Transponder Test Suite, Test with Txp Client 1+1 and Regen, genericTestGenerator.GMPOAuto, Verify,  "Verify creating Client1+1 in Design_SSON"- "Row_79"- "Txp"- "TestFramework"- "GMPO-3578" , failed
Transponder Test Suite, Test with Txp Client 1+1 and Regen, genericTestGenerator.GMPOAuto, Verify,  "Verify Coverting Client1+1 to Unprotected"- "Row_115"- "Txp"- "TestFramework"- "GMPO-3578" , failed
Transponder Test Suite, Test with Txp Client 1+1 and Regen, genericTestGenerator.GMPOAuto, Verify,  "Verify creating demand with all supported card with Regen Forcing"- "Row_139"- "Txp"- "TestFramework"- "GMPO-3578" , failed
Transponder Test Suite, Test with Txp Client 1+1 and Regen, genericTestGenerator.GMPOAuto, Verify,  "Verify creating demand with all supported card with Regen Removel and addition Upg"- "Row_222"- "Txp"- "TestFramework"- "GMPO-3578" , failed
Transponder Test Suite, Test with Txp Client 1+1 and Regen, genericTestGenerator.GMPOAuto, Verify,  "Verify creating demand with all supported card with Regen Forcing in SSON"- "Row_256"- "Txp"- "TestFramework"- "GMPO-3578" , passed
Transponder Test Suite, Test with Txp Client 1+1 and Regen, genericTestGenerator.GMPOAuto, Verify,  "Verify creating demand with all supported card with Regen Forcing in SSON_Upg"- "Row_294"- "Txp"- "TestFramework"- "GMPO-3578" , passed
Transponder Test Suite, Test with Txp Client 1+1 and Regen, genericTestGenerator.GMPOAuto, Verify,  "Create uprotected to client 1+1 in upgrade mode"- "Row_329"- "Txp"- "TestFramework"- "GMPO-3578" , passed
Transponder Test Suite, Test with Txp Plan mode, genericTestGenerator.GMPOAuto, Verify,  "Import Excel network PlanModeTxp"- "Row_2"- "Txp"- "TestFramework"- "GMPO-3586" , passed
Transponder Test Suite, Test with Txp Plan mode, genericTestGenerator.GMPOAuto, Verify,  "Import Excel network PlanModeTxp_Agg Check"- "Row_27"- "Txp"- "TestFramework"- "GMPO-3586" , passed
Transponder Test Suite, Test with Txp Plan mode, genericTestGenerator.GMPOAuto, Verify,  "Import mpz network Non-SSON_Txp"- "Row_67"- "Txp"- "TestFramework"- "GMPO-3586" , passed
Transponder Test Suite, Test with Txp Plan mode, genericTestGenerator.GMPOAuto, Verify,  "Import mpz network Non-SSON_Clinet1+1_Txp"- "Row_70"- "Txp"- "TestFramework"- "GMPO-3586" , passed
Transponder Test Suite, Test with Txp Plan mode, genericTestGenerator.GMPOAuto, Verify,  "Import mpz network Non-SSON_RGN_Txp"- "Row_73"- "Txp"- "TestFramework"- "GMPO-3586" , passed
Transponder Test Suite, Test with Txp Plan mode, genericTestGenerator.GMPOAuto, Verify,  "Import mpz network SSON_Txp"- "Row_76"- "Txp"- "TestFramework"- "GMPO-3586" , passed
Transponder Test Suite, Test with Txp Plan mode, genericTestGenerator.GMPOAuto, Verify,  "Import mpz network SSON_Clinet1+1_Txp"- "Row_79"- "Txp"- "TestFramework"- "GMPO-3586" , passed
Transponder Test Suite, Test with Txp Plan mode, genericTestGenerator.GMPOAuto, Verify,  "Import mpz network non SSON_L2_Txp"- "Row_82"- "Txp"- "TestFramework"- "GMPO-3586" , passed
Transponder Test Suite, Test with Txp Plan mode, genericTestGenerator.GMPOAuto, Verify,  "Import mpz network non SSON_T5_48Demands_Rel_upg_None_Txp"- "Row_85"- "Txp"- "TestFramework"- "GMPO-3586" , passed
Transponder Test Suite, Test with Txp Plan mode, genericTestGenerator.GMPOAuto, Verify,  "Verify restored Txp_Non_SSON channles on fiber failure Fiber12"- "Row_88"- "Txp"- "TestFramework"- "GMPO-3586" , failed
Transponder Test Suite, Test with Txp Plan mode, genericTestGenerator.GMPOAuto, Verify,  "Verify restored Txp_Non_SSON channles on fiber failure Fiber12 Fiber6"- "Row_98"- "Txp"- "TestFramework"- "GMPO-3586" , passed
Transponder Test Suite, Test with Txp Plan mode, genericTestGenerator.GMPOAuto, Verify,  "Verify restored Txp_Non_SSON_AGG channles on fiber failure Fiber2"- "Row_108"- "Txp"- "TestFramework"- "GMPO-3586" , failed
Transponder Test Suite, Test with Txp Plan mode, genericTestGenerator.GMPOAuto, Verify,  "Verify restored Txp_Non_SSON_AGG channles on fiber failure Fiber7"- "Row_118"- "Txp"- "TestFramework"- "GMPO-3586" , failed
Transponder Test Suite, Test with Txp Plan mode, genericTestGenerator.GMPOAuto, Verify,  "Verify restored Txp_Non_SSON_AGG channles on fiber failure Fiber7 Fiber2"- "Row_128"- "Txp"- "TestFramework"- "GMPO-3586" , failed
Transponder Test Suite, Test with Txp Plan mode, genericTestGenerator.GMPOAuto, Verify,  "Verify restored Txp_Non_SSON_AGG channles on fiber failure Fiber7 Fiber4"- "Row_138"- "Txp"- "TestFramework"- "GMPO-3586" , failed
Transponder Test Suite, Test with Txp Plan mode, genericTestGenerator.GMPOAuto, Verify,  "Verify restored channles on fiber failure Duct1 In case of  Unprotected TXP Non SSON"- "Row_148"- "Txp"- "TestFramework"- "GMPO-3586" , failed
Transponder Test Suite, Test with Txp Plan mode, genericTestGenerator.GMPOAuto, Verify,  "Verify restored channles on fiber failure Duct1 In case of Client1+1 TXP Non SSON"- "Row_157"- "Txp"- "TestFramework"- "GMPO-3586" , failed
Transponder Test Suite, Test with Txp Plan mode, genericTestGenerator.GMPOAuto, Verify,  "Verify restored channles on fiber failure Duct7 in Case of Regen Txp Non SSON"- "Row_166"- "Txp"- "TestFramework"- "GMPO-3586" , failed
Transponder Test Suite, Test with Txp Plan mode, genericTestGenerator.GMPOAuto, Verify,  "Verify restored channles should fail in case of Regen multiple fiber failure for Txp Non SSON"- "Row_175"- "Txp"- "TestFramework"- "GMPO-3586" , failed
Transponder Test Suite, Test with Txp Plan mode, genericTestGenerator.GMPOAuto, Verify,  "Verify restored channles on fiber failure Duct1 In case of  Unprotected TXP SSON"- "Row_184"- "Txp"- "TestFramework"- "GMPO-3586" , failed
Transponder Test Suite, Test with Txp Plan mode, genericTestGenerator.GMPOAuto, Verify,  "Verify restored channles on fiber failure Duct1 and node failure In case of  Unprotected TXP SSON"- "Row_194"- "Txp"- "TestFramework"- "GMPO-3586" , failed
Transponder Test Suite, Test with Txp Plan mode, genericTestGenerator.GMPOAuto, Verify,  "Verify restored channles on fiber failure Duct1 In case of Clinet1+1 TXP SSON"- "Row_205"- "Txp"- "TestFramework"- "GMPO-3586" , failed
Transponder Test Suite, Test with Txp Plan mode, genericTestGenerator.GMPOAuto, Verify,  "Verify restored channles on node site3 failure In case of Clinet1+1 TXP SSON"- "Row_215"- "Txp"- "TestFramework"- "GMPO-3586" , failed
Transponder Test Suite, Test with Txp Plan mode, genericTestGenerator.GMPOAuto, Verify,  "Verify restored channles on fiber failure Duct1 and  In case of  Unprotected TXP non sson L2"- "Row_225"- "Txp"- "TestFramework"- "GMPO-3586" , failed
Transponder Test Suite, Test with Txp Plan mode, genericTestGenerator.GMPOAuto, Verify,  "Verify restored channles on fiber failure Duct1 and  In case of  TXP T5 with non sson 48 Demands in Rel Upg with A2ANone"- "Row_238"- "Txp"- "TestFramework"- "GMPO-3586" , failed
SVO, SVO Setup, genericTestGenerator.GMPOAuto, Verify,  "Setup"- "Row_2"- "SVO"- "SVO"- "Setup" , passed
SVO, SVO Properties, genericTestGenerator.GMPOAuto, Verify,  "�SVO Full License-3rd party Full License\n-SVO Pluggables in roadm(SSON)"- "Row_2"- "SVO"- "SVO"- "SVOProperties" , passed
SVO, SVO Properties, genericTestGenerator.GMPOAuto, Verify,  "Selecting individual checkboxes and verifying in roadm (SSON)"- "Row_15"- "SVO"- "SVO"- "SVOProperties" , passed
SVO, SVO Properties, genericTestGenerator.GMPOAuto, Verify,  "�SVO Full License-3rd party Full License\n-SVO Pluggables in traffic Node"- "Row_27"- "SVO"- "SVO"- "SVOProperties" , passed
SVO, SVO Properties, genericTestGenerator.GMPOAuto, Verify,  "Selecting individual checkboxes and verifying in traffic Node & Default selection - SVO \n(UCS)"- "Row_39"- "SVO"- "SVO"- "SVOProperties" , passed
SVO, SVO Properties, genericTestGenerator.GMPOAuto, Verify,  "�SVO Full License-3rd party Full License in ola"- "Row_51"- "SVO"- "SVO"- "SVOProperties" , passed
SVO, SVO Properties, genericTestGenerator.GMPOAuto, Verify,  "Selecting individual checkboxes and verifyingin ola"- "Row_63"- "SVO"- "SVO"- "SVOProperties" , passed
SVO, SVO Properties, genericTestGenerator.GMPOAuto, Verify,  "�SVO Full License-3rd party Full License false in ROADM & Save/SaveAs/Export should contain user selection (UCS)"- "Row_74"- "SVO"- "SVO"- "SVOProperties" , passed
SVO, SVO Properties, genericTestGenerator.GMPOAuto, Verify,  "�SVO Full License-3rd party Full License in ola(SSON)"- "Row_93"- "SVO"- "SVO"- "SVOProperties" , passed
SVO, SVO Properties, genericTestGenerator.GMPOAuto, Verify,  "Selecting individual checkboxes and verifyingin ola"- "Row_105"- "SVO"- "SVO"- "SVOProperties" , passed
SVO, SVO Properties, genericTestGenerator.GMPOAuto, Verify,  "PASSTHROUGH to ROADM and check SSON net individula LIC HA(default)- CV- Flex(default) &\nPASSTHROUGH to TRAFFIC and check non-SSON net individula LIC HA(default)- CV- Flex(editable)"- "Row_118"- "SVO"- "SVO"- "SVOProperties" , passed
SVO, SVO Properties, genericTestGenerator.GMPOAuto, Verify,  "PASSTHROUGH to OLA and check SSON net individula LIC HA(default)- CV- Flex(default)"- "Row_132"- "SVO"- "SVO"- "SVOProperties" , passed
SVO, SVO Properties, genericTestGenerator.GMPOAuto, Verify,  "ROADM to OLA and viceversa convertion should retain user selected license & OLA to TRAFFIC \nand viceversa convertion should retain user selected license�"- "Row_142"- "SVO"- "SVO"- "SVOProperties" , passed
SVO, SVO Properties, genericTestGenerator.GMPOAuto, Verify,  ". ROADM to TRAFFIC and vice versa"- "Row_170"- "SVO"- "SVO"- "SVOProperties" , passed
SVO, SVO Properties, genericTestGenerator.GMPOAuto, Verify,  "TNC constraints for OTDR selection"- "Row_190"- "SVO"- "SVO"- "SVOProperties" , passed
SVO, SVO Properties, genericTestGenerator.GMPOAuto, Verify,  "Template forcing test for dual TNCS-2O and dual TNCS-O cards \nand License for OTDR"- "Row_208"- "SVO"- "SVO"- "SVOProperties" , passed
SVO, SVO Properties, genericTestGenerator.GMPOAuto, Verify,  "Template forcing test for dual TNCS and License for OTDR"- "Row_220"- "SVO"- "SVO"- "SVOProperties" , passed
SVO, SVO Properties, genericTestGenerator.GMPOAuto, Verify,  "UCS Server Selection"- "Row_231"- "SVO"- "SVO"- "SVOProperties" , passed
SVO, SVO Properties, genericTestGenerator.GMPOAuto, Verify,  "SVO Server Selection"- "Row_265"- "SVO"- "SVO"- "SVOProperties" , passed
SVO, SVO Properties, genericTestGenerator.GMPOAuto, Verify,  "Layout template forcing for SVO card and UCS selection"- "Row_292"- "SVO"- "SVO"- "SVOProperties" , passed
SVO, SVO Properties, genericTestGenerator.GMPOAuto, Verify,  "CV and FX properties for HW PIDs"- "Row_306"- "SVO"- "SVO"- "SVOProperties" , passed
SVO, SVO Properties, genericTestGenerator.GMPOAuto, Verify,  "CV and FX properties for HW PIDs (SSON) Upgrade"- "Row_325"- "SVO"- "SVO"- "SVOProperties" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "OLA Association to ROADM &Share analysed net with association and check \nits retained for other user & Association- Associate OLA to ROADM using Site Right click option"- "Row_2"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "ROADM site can associate both side OLA sites & Association- ROADM / TRAFFIC \nsite can be without any site association & Association- Check that user selected associations are maintained in analysis"- "Row_18"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "Association- Check Passthrough sites can not be associated�"- "Row_29"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "Association- Check association can be edited and deleted & Association- Check associated OLA sites can be deleted"- "Row_36"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "Association- Check one OLA can not be associated with multiple ROADM sites"- "Row_46"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "Association- Check Delete ROADM site associated OLA nodes can be associated with other TRAFFIC sites &  Association- Check associated ROADM sites can be deleted"- "Row_57"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "Association- Check ROADM/ TRAFFIC sites can not be associated to other ROADM/TRAFFIC sites"- "Row_72"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "Association- Remove association of OLA to TRAFFIC using Site Right click option"- "Row_81"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "Association- OLA association with SVO HA ROADM license�"- "Row_93"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "Association- Check associated ROADM site can be converted to OLA / TRAFFIC and back"- "Row_101"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "Association- Check associated ROADM site can be converted to OLA / TRAFFIC and back"- "Row_110"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "Association- Check associated ROADM site can be converted to OLA / TRAFFIC and back"- "Row_119"- "SVO"- "SVO"- "ManualAssociation" , failed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "Association- Check associated ROADM site can be converted to OLA / TRAFFIC and back"- "Row_128"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "Association- Check passthrough site converted to ROADM/TRAFFIC and associated to OLA"- "Row_137"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "Association-In case OLA converted to Passthrough association should be removed�"- "Row_147"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "Association- Check Passthrough site converted to OLA and associations are created and deleted"- "Row_161"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "Association- ROADM Node without Add/Drop and two sides can be able to associate OLA into it"- "Row_171"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "Association- TRAFFIC Node without Add/Drop and two sides can be able to associate OLA into it"- "Row_179"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "convert traffic to Ola and try associating converted ola to ROADM"- "Row_187"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "convert ROADM to Ola and try associating converted ola to ROADM"- "Row_195"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "convert OLA to Passthrough and association should not happen"- "Row_203"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "convert OLA to Traffic and association should not happen"- "Row_211"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "convert OLA to Roadm and association should not happen"- "Row_219"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "convert OLA to ROADM after association- association should be removed"- "Row_227"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "convert OLA to TRAFFIC after association- association should be removed"- "Row_236"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "convert ROADM to PASSTHROUGH after association- association should be removed"- "Row_245"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "convert OLA to ROADM after association- association should be removed and \ntry associating ola's to converted ROADM"- "Row_254"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "convert OLA to TRAFFIC after association- association should be removed and \ntry associating ola's to converted TRAFFIC"- "Row_265"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "convert TRAFFIC to OLA after association- association should be removed and\ntry associating converted OLA to ROADM"- "Row_276"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "convert TRAFFIC to OLA after association- association should be removed and\ntry associating converted OLA to ROADM"- "Row_287"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "after converting ola to passthrough in analyze association should be \nremoved for passthrough"- "Row_298"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "if ola converts to passthrough after analysis- associations should be removed"- "Row_307"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "Association- Edit ROADM Name and check assocations are retained"- "Row_316"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "Association- Edit ROADM Node Protection and check assocations are retained"- "Row_325"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "Association- Edit ROADM Chassis Type and check assocations are retained"- "Row_334"- "SVO"- "SVO"- "ManualAssociation" , failed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "Association- Edit ROADM Scalable Upto Degree and check assocations are retained"- "Row_343"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "Association- Edit ROADM SVO Properties and check assocations are retained"- "Row_352"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "Association- Edit OLA Name and check assocations are retained"- "Row_361"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "Association- Edit OLA Node Protection and check assocations are retained"- "Row_370"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "Association- Edit OLA Chassis Type and check assocations are retained"- "Row_379"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "Association- Edit OLA Functionality and check assocations are retained"- "Row_388"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "Association- Edit OLA Scalable Upto Degree and check assocations are retained"- "Row_397"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "Association- Edit OLA Name and check assocations are retained"- "Row_406"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "non sson to sson conversion in olaAssociations should retain associations"- "Row_415"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "convert to sson and create associations- aasociations should be created"- "Row_424"- "SVO"- "SVO"- "ManualAssociation" , failed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "create ola associations- convert to sson and remove ola associations"- "Row_434"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Manual Association, genericTestGenerator.GMPOAuto, Verify,  "add ola associations in design and remove in upgrade mode &\nSave and reload net should retain assocaition details\n& saveAs should retain association details"- "Row_446"- "SVO"- "SVO"- "ManualAssociation" , passed
SVO, SVO Auto Association, genericTestGenerator.GMPOAuto, Verify,  "Complete network association is auto associated after \nanalysis and same is shown in analyzed network & Upgrade Locked Site- Auto-associated sites should be shown associated and user can overwrite manual association on it"- "Row_2"- "SVO"- "SVO"- "AutoAssociation" , passed
SVO, SVO Auto Association, genericTestGenerator.GMPOAuto, Verify,  "Check unassociated OLA sites gets associated after \nanalysis and shown in analyzed network"- "Row_19"- "SVO"- "SVO"- "AutoAssociation" , passed
SVO, SVO Auto Association, genericTestGenerator.GMPOAuto, Verify,  "Check manual association are intact and not overwritten \nwith nearest ROADM site"- "Row_29"- "SVO"- "SVO"- "AutoAssociation" , passed
SVO, SVO Auto Association, genericTestGenerator.GMPOAuto, Verify,  "Check Nearest TRAFFIC site gets associated with \nauto-association algo"- "Row_38"- "SVO"- "SVO"- "AutoAssociation" , passed
SVO, SVO Auto Association, genericTestGenerator.GMPOAuto, Verify,  "Check non-sson to SSON converted network auto \nassociation is working"- "Row_44"- "SVO"- "SVO"- "AutoAssociation" , passed
SVO, SVO Auto Association, genericTestGenerator.GMPOAuto, Verify,  "upgrade Locked Site- Auto-associated sites should be \nshown associated and should continue for next analysis"- "Row_52"- "SVO"- "SVO"- "AutoAssociation" , passed
SVO, SVO Auto Association, genericTestGenerator.GMPOAuto, Verify,  "Upgrade Unlocked Site- Auto-associated sites should be \nshown associated and user can overwrite manual association on it"- "Row_64"- "SVO"- "SVO"- "AutoAssociation" , passed
SVO, SVO Auto Association, genericTestGenerator.GMPOAuto, Verify,  "Check OLA to ROADM converted nodes auto-association \nworks"- "Row_81"- "SVO"- "SVO"- "AutoAssociation" , passed
SVO, SVO Auto Association, genericTestGenerator.GMPOAuto, Verify,  "Check ROADM to OLA converted nodes auto-association \nworks"- "Row_91"- "SVO"- "SVO"- "AutoAssociation" , failed
SVO, SVO Auto Association, genericTestGenerator.GMPOAuto, Verify,  "Check that PASSTHROUGH to OLA converted nodes \nauto-association works"- "Row_100"- "SVO"- "SVO"- "AutoAssociation" , passed
SVO, SVO Auto Association, genericTestGenerator.GMPOAuto, Verify,  "Check that PASSTHROUGH nodes are� not auto-associated after analysis"- "Row_107"- "SVO"- "SVO"- "AutoAssociation" , passed
SVO, SVO Auto Association, genericTestGenerator.GMPOAuto, Verify,  "Check that Auto-associated node if returned back to \ndesign lists those as un-associated sites and user can manually associate same & Check user can not edit association for the analyzed \nnetwork in locked state"- "Row_113"- "SVO"- "SVO"- "AutoAssociation" , passed
SVO, SVO Auto Association, genericTestGenerator.GMPOAuto, Verify,  "Upgrade Unlocked Site-� Check only ROADM site need to \nunlock for association after upgrade and OLA can be \nassociation can be edited/removed in locked state after \nupgrade for manual association"- "Row_131"- "SVO"- "SVO"- "AutoAssociation" , passed
